input,target
cdordially,cordially
MusiCcian,Musician
profaWned,profaned
foernamed,forenamed
Yorue,Youre
infinqite,infinite
deNad,dead
uncerpainty,uncertainty
waare,aware
needued,needed
lokst,lookst
teidous,tedious
weariosme,wearisome
frgetst,forgetst
algays,always
Tprevent,prevent
Cweet,Sweet
Berr,Berg
drefams,dreams
inductionU,inductions
Seekex,Seeker
assistxnt,assistant
Vlesh,flesh
bedrooG,bedroom
NapoleGn,Napoleon
setaying,staying
permection,perfection
Patrbcian,Patrician
iPterrogatively,interrogatively
InterpretIation,Interpretation
MiFs,Miss
DaRcy,Darcy
galf,half
repudiate,repudiate
meeancholy,melancholy
nursie,nurse
hisyory,history
VINuENTIO,VINCENTIO
Bwomans,womans
Kutmzov,Kutuzov
cndition,condition
havJ,have
LoNng,Long
vight,might
succeseds,succeeds
aams,arms
PetersbuHrg,Petersburg
plaKue,plague
northwXards,northwards
Bmarry,marry
theepiled,threepiled
wiNow,widow
everZything,everything
galloqed,galloped
deFth,death
Ristress,mistress
stxopped,stopped
directiomns,directions
Convnient,Convenient
numebrs,numbers
resolutA,resolute
puosition,position
feehls,feels
Auartermaster,quartermaster
LUqIO,LUCIO
Gright,right
NGapoleon,Napoleon
habrmed,harmed
fgne,fine
arcZhers,archers
trother,brother
OEe,One
nDglect,neglect
MajesItys,Majestys
founhations,foundations
Radgzivilov,Radzivilov
pSide,pride
iJndolence,indolence
aprpehends,apprehends
ovbiously,obviously
maHke,make
ocurteous,courteous
Grad,Grand
comMmanderinchief,commanderinchief
Muses,Mouses
jurisprdence,jurisprudence
covenanit,covenant
glancng,glancing
Alhough,Although
someTones,someones
coldXly,coldly
IVRGILIA,VIRGILIA
dSp,dip
sround,ground
enO,end
sorruw,sorrow
overeignty,sovereignty
WLen,When
Micsael,Michael
rBeturned,returned
mnust,must
raiglery,raillery
greXsy,greasy
tvhin,thin
fuundamental,fundamental
lzeaning,leaning
Buonaprate,Buonaparte
xspy,spy
lBackguards,Blackguards
Trow,Throw
Dwould,would
Aumong,Among
suprer,supper
roze,rose
ushakable,unshakable
Vasilirs,Vasilis
sOn,son
cnvinces,convinces
genGral,general
slowEr,slower
foovt,foot
DurinI,During
shalhl,shall
spwaking,speaking
Ilayfully,playfully
conGtrary,contrary
Vitebszk,Vitebsk
breakfasted,breakfasted
oftean,often
copurt,court
paWrt,part
kinkg,king
salys,says
onnly,only
hiegh,high
WickhBm,Wickham
enjoymend,enjoyment
educatinal,educational
Harie,Hare
interrQpted,interrupted
gback,back
Frow,From
truZh,truth
movDed,moved
Qgood,good
danling,darling
hunwsman,huntsman
Deareist,Dearest
Eflash,flash
imaginud,imagined
JULMIET,JULIET
GLOUCESKER,GLOUCESTER
wvell,well
oaying,saying
Anther,Another
Nethmerfield,Netherfield
YORCK,YORK
kingdoAm,kingdom
greaP,great
watcjed,watched
Shid,hid
followNd,followed
exzclaimed,exclaimed
crcumspectly,circumspectly
KlING,KING
mobt,most
TrinitythJe,Trinitythe
mercurL,mercury
deTsire,desire
DespJte,Despite
Undfr,Under
gocd,good
correctiokn,correction
enjoyieng,enjoying
rboker,broker
faW,far
rmeains,remains
thvrefore,therefore
parhon,pardon
dlse,else
waole,whole
CORIOLAaUS,CORIOLANUS
stisr,stirs
prited,printed
CGode,Code
pryevaild,prevaild
Xsickness,sickness
mailice,malice
ievent,invent
coacmhen,coachmen
undler,under
greatesGt,greatest
ouYflank,outflank
tew,new
colonnel,colonel
fornicatio,fornication
gorunds,grounds
indignatiPn,indignation
Vgrace,grace
CLIFFODR,CLIFFORD
gallo,gallop
Wpere,Where
HORyTENSIO,HORTENSIO
foRur,four
behindhadn,behindhand
listenres,listeners
scroe,score
remOmbered,remembered
Bitted,fitted
Everythiugs,Everythings
dcoor,door
chooing,choosing
wonut,wont
vAs,As
comfoFrts,comforts
becomig,becoming
youall,youall
ElYizabeth,Elizabeth
byd,bid
listenOng,listening
DLnt,Dont
aresh,afresh
croat,coat
carxried,carried
petculiar,peculiar
percxive,perceive
egvery,every
walW,walk
dismoiss,dismiss
Lyards,yards
Jelt,felt
thecse,these
lpead,plead
sspring,spring
dAsh,dish
hostz,hosts
limes,limes
avlograd,Pavlograd
tOey,they
Ecarried,carried
pCLIFFORD,CLIFFORD
betiess,betises
yildedwent,yieldedwent
Dgame,game
manneL,manner
neKedles,needles
alxo,also
stepmothre,stepmother
perlaps,perhaps
perfomred,performed
cMoachman,coachman
reMigious,religious
smewhere,somewhere
hussark,hussars
lZaughed,laughed
poliiics,politics
noxe,none
SainV,Saint
Tban,Than
somght,sought
uKs,us
natuWally,naturally
hasmt,hast
taveGrn,tavern
happinesjs,happiness
hDUKE,DUKE
hivalrous,chivalrous
reasonbale,reasonable
scaPttered,scattered
prpoerty,property
evenlt,event
pesents,presents
slaEin,slain
nmate,inmate
copsB,copse
saSe,sake
iAnterested,interested
Ihite,white
lsike,like
toGd,told
Grerman,German
Mlad,glad
indxeed,indeed
eirl,girl
EnglisMhman,Englishman
cowst,cost
truosers,trousers
insRde,inside
jbetter,better
exhoroation,exhortation
Rabbti,Rabbit
Drset,Dorset
BuckinghQm,Buckingham
modellng,modeling
believle,believe
amorng,among
baSck,back
subjeuct,subject
fisst,first
hintPed,hinted
MoWscow,Moscow
wjy,way
Jonly,only
Russiancs,Russians
Beuasset,Beausset
Luring,during
taFtter,tatter
LadO,Lady
beloQngings,belongings
Pursuivait,Pursuivant
TKhey,They
remaiDed,remained
pild,pilld
lMid,laid
brokr,broker
tRread,thread
wvho,who
uAder,under
otheCr,other
ezther,either
PavlLgrad,Pavlograd
rXegiment,regiment
grawious,gracious
sruest,surest
happJy,happy
exchangd,exchanged
Coriolauns,Coriolanus
lqives,lives
umnless,unless
Lcommand,command
Bregs,Bergs
chiey,chief
Iing,king
stoppzed,stopped
pYathetic,pathetic
Micnaud,Michaud
yPrince,Prince
Andrmw,Andrew
fiTght,fight
completel,completely
hopX,hope
prufer,prefer
LJEONTES,LEONTES
ulans,uhlans
wopf,wolf
Awore,swore
throing,throwing
somegnes,someones
HPRMIONE,HERMIONE
LMost,Most
PrinJce,Prince
AwaA,Away
Kremlij,Kremlin
shalAl,shall
EDWzRD,EDWARD
Lancoster,Lancaster
troNwst,trowst
appbrove,approve
cama,came
uBald,Bald
expereinced,experienced
diffidWnce,diffidence
enthusism,enthusiasm
trined,tried
rwice,twice
Telease,release
individaully,individually
wereks,weeks
Mune,Mine
isuue,issue
wonderfUl,wonderful
tlaent,talent
roAsier,rosier
thoughX,thought
deaJ,dead
galleWry,gallery
Hhose,Whose
ecxitement,excitement
sepparated,separated
racknig,racking
terein,therein
chJrged,charged
RPostov,Rostov
hzot,hot
Ivtalian,Italian
ntrings,strings
powfr,power
QOMEO,ROMEO
tOme,time
camHe,came
Mondtague,Montague
somdewhere,somewhere
cehntre,centre
wBary,weary
idstracted,distracted
wipw,wipe
liHs,lips
vgour,vigour
alPng,along
linye,line
intellgience,intelligence
apatments,apartments
meanwAile,meanwhile
Mdid,did
Aike,like
beautywanng,beautywaning
ebating,beating
wAalth,wealth
Hothers,mothers
dheavenly,heavenly
Posnykovs,Posnyakovs
parablel,parallel
perishYd,perished
IsabeDl,Isabel
stuid,stupid
Dolkohovwho,Dolokhovwho
hakving,having
standRrd,standard
ravn,ran
PrincesMs,Princess
diBary,diary
Nigchtly,Nightly
geHneral,general
pickem,picked
Lorses,horses
folfowed,followed
procEeed,proceed
corRdially,cordially
utsering,uttering
professeq,professed
erconciled,reconciled
neithHr,neither
ilently,silently
bxanners,banners
thsan,than
shuWters,shutters
heagven,heaven
foMrbid,forbid
atcive,active
tiOs,tis
adVministrative,administrative
vrogress,progress
tNlls,tells
shves,shes
recogintion,recognition
opponentd,opponents
relucQance,reluctance
PriKnce,Prince
cyount,count
altogtether,altogether
mysticsim,mysticism
minNe,mine
oWratory,oratory
instantlqy,instantly
changBd,changed
jTdge,judge
properlH,properly
ccry,cry
Vits,its
hVmself,himself
offWcer,officer
Fformed,formed
wiaters,waters
bophie,Sophie
enchantig,enchanting
nothitng,nothing
smsiled,smiled
xDid,Did
happinePs,happiness
liive,live
Gonzpalo,Gonzalo
eyees,eyes
labomr,labor
lajdy,lady
invvted,invited
seHnior,senior
sktitish,skittish
hNre,here
yinth,ninth
JRomes,Romes
moTment,moment
dtnt,dont
haviMng,having
RostYovs,Rostovs
fyard,yard
beggcd,begged
dUubt,doubt
SAre,Are
thuF,thus
Bclothe,clothe
ealf,half
Kanimals,animals
plMuck,pluck
knigChts,knights
Strane,Strange
proJfess,profess
Jsane,Jane
cmofortable,comfortable
engagemeot,engagement
slilW,slily
helmtes,helmets
Bagratios,Bagrations
joyfluly,joyfully
straightens,straightens
Sworrow,Sorrow
grbat,great
reslect,respect
rone,tone
oeyed,obeyed
palnt,plant
yHung,young
Rahs,Rash
TolP,Toll
AlI,All
posst,posts
hedas,heads
neighQor,neighbor
Albepit,Albeit
Mcade,Made
gentlewomsn,gentlewoman
HASTINvGS,HASTINGS
Jere,were
Catherhne,Catherine
sKrrender,surrender
Retun,Return
Worlves,Wolves
plOce,place
defield,defiled
coRnsidered,considered
WhFere,Where
zcountenance,countenance
zilent,silent
wonjer,wonder
havYing,having
qideas,ideas
GLOUvESTER,GLOUCESTER
anotheur,another
abli,able
besiCdes,besides
tinclination,inclination
transpied,transpired
alnefor,alonefor
PaWa,Papa
disengaegd,disengaged
crU,cry
MENEANIUS,MENENIUS
rtereat,retreat
pJoint,point
Rabout,about
cuush,crush
quQeen,queen
pleLase,please
deesd,deeds
psterity,posterity
qsays,says
sossibly,possibly
Choulders,shoulders
afllen,fallen
timze,time
iDpulse,impulse
safTeguarded,safeguarded
Trnaio,Tranio
idnebted,indebted
gHntleman,gentleman
legegd,legged
unJder,under
spovke,spoke
feBl,feel
witthstand,withstand
oevrblown,overblown
QUPEN,QUEEN
iate,fate
jwindows,windows
horsdoeuvres,horsdoeuvres
thure,there
peotic,poetic
gCeneral,general
shany,shanty
Rugy,Rugay
ncephew,nephew
Nicholdas,Nicholas
ssured,assured
Via,Via
Lgndon,London
aamin,amain
Rlya,Ilya
Rospov,Rostov
liverFy,livery
imarted,imparted
degre,degree
evidgently,evidently
enefit,benefit
onswering,answering
grwos,grows
GeorgeJ,Georges
Shcserbatythe,Shcherbatythe
bmurst,burst
reahd,read
Frencwman,Frenchman
overAcoat,overcoat
Certan,Certain
prrivileges,privileges
aLsk,ask
tFis,this
wabl,wail
sorrTy,sorry
barign,baring
NapoUleon,Napoleon
rQised,raised
hussarms,hussars
mcade,made
Griefvs,Griefs
liD,lie
teTn,ten
loZoked,looked
wW,we
fette,fettle
lecft,left
prisonexrs,prisoners
arounVd,around
Odeath,death
metempsychoiss,metempsychosis
Rho,who
seizeX,seized
cunusual,unusual
eftflank,leftflank
gratitsde,gratitude
Hrath,wrath
doqn,down
hMarry,Marry
enwmown,newmown
orccupied,occupied
MoscoU,Moscow
insolublD,insoluble
vdead,dead
Xnone,none
sueless,useless
accomplsihed,accomplished
mxment,moment
raggbd,ragged
troublesme,troublesome
faiwXy,faiwy
ively,lively
prohpesied,prophesied
fess,less
speakswt,speakst
Hxreditary,Hereditary
dieL,died
gmve,give
Zracelets,bracelets
necklaes,necklaces
Moast,boast
kntwing,knowing
halfadozen,halfadozen
rivrebanks,riverbanks
BoroJdino,Borodino
insructions,instructions
auman,human
Dolly,folly
firsEt,first
huntnig,hunting
anotNer,another
fathefland,fatherland
happenOing,happening
seMms,seems
faileN,failed
ceemed,seemed
aproving,approving
comets,comest
Ajx,Ajax
grandather,grandfather
blaiing,blaming
Georqe,George
rWickham,Wickham
Esq,Esq
travellRing,travelling
neecssary,necessary
wached,watched
WhWere,Where
thoBu,thou
whA,who
nnever,never
wakeend,wakened
doi,dog
aAsleep,asleep
Fmile,smile
loverwhelm,overwhelm
sAtanding,standing
mornifng,morning
Eif,if
appraching,approaching
eneQy,enemy
vepers,vespers
trhone,throne
tYears,tears
virtaue,virtue
vFry,very
Gotat,Gott
tawere,twere
csorn,scorn
TFis,Tis
sickneBss,sickness
treaRtment,treatment
skillfu,skillful
BFrg,Berg
permision,permission
Oothers,others
bote,both
adtack,attack
WhiLh,Which
pree,free
vntured,ventured
attentiUn,attention
whogse,whose
woulId,would
spsoke,spoke
tiht,tight
firqes,fires
lRve,love
ruough,rough
ridngs,rings
apprDoval,approval
thBis,this
Sjeak,Speak
thougvts,thoughts
cvoices,voices
uhlMans,uhlans
ClowBn,Clown
Trzust,Trust
treatmett,treatment
PaIvlovich,Pavlovich
hopQing,hoping
iName,Name
ighted,lighted
GFor,For
doubtles,doubtless
pzinter,painter
theSre,there
ewvidently,evidently
forgoIten,forgotten
thewre,there
fNeshly,freshly
znees,knees
Narms,arms
envirodn,environd
godrs,gods
adores,adores
sabw,saw
moslty,mostly
Thxn,Then
sIabel,Isabel
trhees,threes
paegant,pageant
heNre,here
anhyone,anyone
cjhoose,choose
MWy,May
towarkd,toward
militiaman,militiaman
Tvat,That
diloyal,disloyal
donje,done
Yofr,Your
unbotrn,unborn
ngentle,ungentle
heKd,head
NesvitskBi,Nesvitski
smilinCg,smiling
Thaxt,That
faPced,faced
braevd,braved
comeAs,comes
Edwardsteret,Edwardstreet
maintaHined,maintained
pFleased,pleased
hRliday,holiday
eXse,else
Xwner,owner
draeded,dreaded
needOt,neednt
BIII,III
vhaving,having
chaNge,change
isgrace,disgrace
Ratpher,Rather
hundering,thundering
goaned,groaned
rememUer,remember
eaMch,each
eD,De
eausset,Beausset
bQowed,bowed
WhereoD,Whereof
WHhen,When
liWfe,life
remiRiscences,reminiscences
GBREMIO,GREMIO
smarpening,sharpening
merpcer,mercer
etreating,retreating
invader,invaders
accunts,accounts
Homeo,Romeo
disputinPgierre,disputingPierre
coulm,could
triuYph,triumph
rtull,trull
eagse,eagle
peYrhaps,perhaps
njme,name
bureast,breast
hkigh,high
besidV,beside
setteing,setting
kINCENTIO,VINCENTIO
WeRl,Well
hoS,how
noncommissioend,noncommissioned
nncessary,necessary
Donclusion,conclusion
Qood,Hood
Kmatter,matter
fiKd,find
CreaEtor,Creator
salvatXion,salvation
ceremMnies,ceremonies
drawinL,drawing
shalK,shall
smEth,smith
wZnt,went
syl,sly
Evten,Even
HBy,By
exprescsion,expression
deIpondent,despondent
husFands,husbands
brusX,brush
princye,prince
wholQe,whole
attemptde,attempted
marriOd,married
JaneOs,Janes
battleield,battlefield
VtNCENTIO,VINCENTIO
Montomrencys,Montmorencys
occasMion,occasion
nroth,north
menat,meant
Tunable,unable
variea,varied
determinaion,determination
tratiorous,traitorous
staJding,standing
Xnear,near
enouJgh,enough
difqerent,different
Deat,neat
spreagding,spreading
IsabellW,Isabella
believg,believe
vmolence,violence
Cvice,vice
covetous,covetous
mogrning,morning
Eoing,going
Altohugh,Although
noodbye,Goodbye
invened,invented
sNmell,smell
aeeks,weeks
SecKnd,Second
mathematiKcs,mathematics
AusHerlitz,Austerlitz
emprie,empire
unpossxssd,unpossessd
concer,concern
arseal,arsenal
Srange,Strange
answeK,answer
properOly,properly
musttche,mustache
wHisdom,wisdom
mighMt,might
gitr,girt
wrawth,wrath
thyeir,their
muskejts,muskets
sleepig,sleeping
YOTRK,YORK
Bogdaonvnas,Bogdanovnas
Nuddenly,suddenly
expressAion,expression
reilgion,religion
emphsis,emphasis
WARWIUK,WARWICK
forgotOten,forgotten
tsurned,turned
sakFe,sake
booUcase,bookcase
warus,wars
mischjnce,mischance
Nov,Now
geople,people
daLcing,dancing
pxlay,play
Vislouhkovo,Visloukhovo
blaspmemies,blasphemies
defed,defend
apporve,approve
yhermopylae,Thermopylae
keing,being
grosw,grow
Ildl,Ill
fFind,find
tolZd,told
enighborhood,neighborhood
Ubrought,brought
hostpss,hostess
interrupYed,interrupted
remknded,reminded
oKe,one
hfnd,hand
delicatoe,delicate
cltatering,clattering
forwadd,forward
Tnew,knew
Alal,Alas
hasSty,hasty
Amarriage,marriage
meRat,meat
deplorbale,deplorable
priezs,prizes
thoughjts,thoughts
wums,sums
Imf,If
puUt,put
eeDr,eer
anqswered,answered
impVtus,impetus
seis,sees
pex,pox
vtrong,strong
ppies,pipes
stTike,strike
EnvHroned,Environed
Bozlingbroke,Bolingbroke
ClaNudio,Claudio
eNnd,end
gbed,bed
xthee,thee
twelvG,twelve
attentivvely,attentively
elegane,elegance
Acquainq,Acquaint
quenn,queen
YYes,Yes
corrhesponded,corresponded
Sicjnius,Sicinius
Yoa,You
notut,notbut
aydjutant,adjutant
cooe,come
ueasiness,uneasiness
madd,made
wWhich,which
JAoseph,Joseph
RussNan,Russian
Sudsdenly,Suddenly
arLmour,armour
tonve,tone
thikcly,thickly
facte,face
shrone,shone
selfsatisfactizon,selfsatisfaction
tursting,trusting
rusheB,rushed
wosrse,worse
RosJovs,Rostovs
possibiity,possibility
FEDWARD,EDWARD
Wshence,Whence
ocmest,comest
qeust,quest
PETRUCHeO,PETRUCHIO
weaekr,weaker
charminkg,charming
invZrse,inverse
hoqrses,horses
maUa,mana
hyly,shyly
eoat,coat
amiing,aiming
thoasand,thousand
fverything,everything
dancfe,dance
commanderiPchief,commanderinchief
shouteId,shouted
hurramh,hurrah
pFrecedent,precedent
follRy,folly
agaian,again
everyteing,everything
baGrm,barm
getly,gently
disjsolve,dissolve
herselM,herself
returting,returning
brillivnt,brilliant
hersblf,herself
sufferngs,sufferings
tdought,thought
agr,air
apipointed,appointed
oppositin,opposition
taDil,tail
slaws,laws
HASTINzGS,HASTINGS
reNsts,rests
WaOs,Was
Triwmmd,Trimmd
Wyithout,Without
suffen,suffer
CWAUDIO,CLAUDIO
deetrmined,determined
Yousr,Yours
trimmeRd,trimmed
Tdare,dare
Andrex,Andrew
askud,asked
naume,name
connectioDs,connections
cannoln,cannon
ljie,lie
gripiRg,griping
zOHN,JOHN
owp,own
Speranoki,Speranski
Kochbuey,Kochubey
xtinguish,extinguish
resasure,reassure
anyEhing,anything
stronHger,stronger
fPierre,Pierre
heig,heigh
eSse,else
routde,routed
agAain,again
golsling,gosling
HenrAy,Henry
hXstory,history
chemivstry,chemistry
lihkely,likely
rperoach,reproach
tallowfase,tallowface
hoouses,houses
sevvere,severe
bhar,bear
rTimokhin,Timokhin
reqiuted,requited
Theze,There
geally,egally
infUormed,informed
muud,mud
steMling,sterling
unconsciouxly,unconsciously
amued,amused
gaFe,gave
Olb,Old
Gbunt,Gaunt
throwb,thrown
peXhaps,perhaps
longeWr,longer
uvertook,overtook
buwtton,button
dueMlist,duellist
movkd,moved
neaber,nearer
extravgaance,extravagance
commencemZnt,commencement
brothdrs,brothers
HKold,Hold
mmma,mamma
tlaks,talks
treaIherous,treacherous
mOde,made
hersHelf,herself
whft,what
HORTEvSIO,HORTENSIO
marpried,married
lodgingY,lodgings
dictanted,dictated
wenight,weight
undeXstand,understand
boudnary,boundary
dignQty,dignity
enQded,ended
kinde,kindle
unfortunxates,unfortunates
unbearable,unbearable
dUid,did
mmany,many
Asay,say
happieness,happiness
rYemained,remained
priwsoners,prisoners
GLOUCESTRER,GLOUCESTER
aiility,ability
Znim,Znaim
masteVr,master
finewlel,finewell
qulckly,quickly
Krasnbe,Krasnoe
nToward,Toward
eeningafter,eveningafter
Eair,hair
greaB,great
GRnMIO,GRUMIO
prsoperity,prosperity
MaWke,Make
aXccompany,accompany
uthither,thither
spPecial,special
yjur,your
poVition,position
AttempteQd,Attempted
olv,old
mistakV,mistake
denid,denied
crnerstone,cornerstone
consolGation,consolation
Deivl,Devil
possEibility,possibility
bpurplefaced,purplefaced
huanch,haunch
ciurcle,circle
Veard,heard
bicuits,biscuits
wrait,wait
manfy,many
timzes,times
wdiely,widely
yifferent,different
kqueer,queer
wonund,wound
QOn,On
exntered,entered
bewitcHing,bewitching
sucar,sugar
Rant,want
fittre,fitter
neiHher,neither
Princve,Prince
theQefore,therefore
observinA,observing
unpleaant,unpleasant
Murderir,Murderer
begars,beggars
couHnt,count
Arows,brows
Menneius,Menenius
inetent,intent
Fbove,above
eDcember,December
Dlice,Alice
manMy,manly
likUed,liked
interrupoed,interrupted
Usame,same
Puerre,Pierre
indiwfference,indifference
jowed,owed
liZfe,life
Crists,Christs
Xhed,shed
DKuke,Duke
FormSrly,Formerly
aPvlovnas,Pavlovnas
reseOt,resent
vleft,left
tDen,then
Edh,Eh
mJam,maam
Mnear,near
rsport,report
evRerybody,everybody
crickCet,cricket
seemjd,seemed
NatashY,Natasha
eOen,even
Zsame,same
intLimate,intimate
axnother,another
singesr,singers
peremptorWy,peremptory
WarwNick,Warwick
iTmokhin,Timokhin
coPndescendingly,condescendingly
becnh,bench
rebeYlion,rebellion
heKls,heels
maYsquing,masquing
adjusteSd,adjusted
rhythmGic,rhythmic
boorishkness,boorishness
Mosyow,Moscow
hottre,hotter
LameMnt,Lament
tilg,till
pdrhaps,perhaps
Kjtuzov,Kutuzov
fYes,Yes
FiYve,Five
pleasaQnt,pleasant
ouZht,ought
unDdivided,undivided
ocunty,county
weanlsmen,wealsmen
SVo,So
dOownhill,downhill
withisn,within
hXur,hour
ShGepherd,Shepherd
hirt,shirt
peaantry,peasantry
noatebook,notebook
wfre,were
PrYince,Prince
towarS,toward
hsell,shell
ThIn,Then
beform,before
Frster,Forster
VINCENfIO,VINCENTIO
BRUJTUS,BRUTUS
shouuts,shouts
hJurt,hurt
sufferinKg,suffering
BUaKINGHAM,BUCKINGHAM
ourZs,ours
answeNr,answer
tcmid,timid
anythinP,anything
SZes,Shes
afNter,after
Vfellow,fellow
PierFre,Pierre
txirty,thirty
stairng,staring
moMionless,motionless
lqt,let
PMENENIUS,MENENIUS
superintnedent,superintendent
roKnd,round
camP,came
RII,III
AliZe,Alice
langLages,languages
resCpect,respect
Ooll,Toll
ThTs,This
entwred,entered
LeJt,Let
visnon,vision
depen,depend
knost,knowst
reasns,reasons
sarcasticalyl,sarcastically
Commission,Commission
compalined,complained
agae,age
Karaaev,Karataev
QUaEN,QUEEN
Elizabedth,Elizabeth
minfd,mind
Darset,Darest
barirer,barrier
despreately,desperately
azgrily,angrily
intYo,into
cWossed,crossed
Nnterested,interested
oatsh,oaths
Ietherfield,Netherfield
adPvise,advise
fGorest,forest
skired,skirted
indedit,indeedit
asbtaining,abstaining
doking,doing
angril,angrily
sZw,saw
Longbpurn,Longbourn
ssort,sort
Pofty,lofty
qmoral,moral
evenAng,evening
inrceased,increased
sDre,sure
goCne,gone
beginring,beginning
woaten,wotten
overnment,government
ikewise,likewise
ongnecked,longnecked
pGle,pale
deXd,dead
caOme,came
Y6th,6th
notwithstandiOg,notwithstanding
bilities,abilities
savNd,saved
certainXly,certainly
aDsk,ask
regament,regiment
welXl,well
tabbe,table
diorder,disorder
dlepend,depend
startini,starting
henrself,herself
countem,counted
hienous,heinous
Lery,very
oerself,herself
mynners,manners
LydNia,Lydia
woices,voices
sCalt,salt
goXod,good
takinNg,taking
sqKuadron,squadron
Kray,Karay
kerezina,Berezina
cQhief,chief
OnVly,Only
princees,princess
Hollabrnn,Hollabrunn
Onace,Once
TheFes,Theres
elesh,flesh
rejoindr,rejoinder
reifuse,refuse
dFevoirs,devoirs
Enggae,Engage
entrzaties,entreaties
sendming,sending
fouNr,four
TYORK,YORK
Noisezessly,Noiselessly
noBthing,nothing
anothder,another
acampaign,campaign
aDre,are
Xmile,mile
Lizly,Lizzy
happineas,happiness
dNeer,Neer
Trhee,Three
theijrs,theirs
flams,flames
Geftly,Gently
crushde,crushed
aQmit,admit
unxfortunate,unfortunate
chwnce,chance
delTy,delay
professionQs,professions
PrincOss,Princess
lookFd,looked
wWuld,would
cpower,power
branYhes,branches
thingwhaSt,thingwhat
oblivius,oblivious
deporum,decorum
ehonour,honour
continualDy,continually
chainged,changed
nzw,now
waitecd,waited
doRwnstairs,downstairs
Acs,As
brdathe,breathe
constaale,constable
freseeing,foreseeing
coabt,coat
epxpressed,expressed
inquirde,inquired
afxter,after
jokM,joke
bznch,bunch
Rivre,River
vspring,spring
folating,floating
70000,70000
dismountd,dismounted
soox,soon
feseling,feeling
aack,aback
Dserious,serious
astle,castle
psread,spread
oBrodino,Borodino
thecce,thence
EWhat,What
Coimpared,Compared
lancowners,landowners
waCited,waited
Somq,Some
tEhan,than
lspeechless,speechless
imporgs,imports
ThinIk,Think
cmplain,complain
menvioned,mentioned
trige,tribe
genaral,general
thBank,thank
grWace,grace
grFoup,group
Dz,De
overcoing,overcoming
fogesees,foresees
Rsusias,Russias
caTpital,capital
pleasHd,pleased
captivateN,captivated
coluns,columns
ladzies,ladies
brouLht,brought
ruelated,related
Ymistake,mistake
sFtroke,stroke
Mvisit,visit
xnnouncement,announcement
incomparahly,incomparably
AMdrew,Andrew
HarKly,Hardly
vigorouus,vigorous
impressioon,impression
itnerval,interval
circumstancW,circumstance
comapnion,companion
iEto,into
Piurre,Pierre
persuVade,persuade
senible,sensible
Corage,Courage
shD,she
answenring,answering
Angtole,Anatole
ximself,himself
dRe,de
honourabyle,honourable
Tiough,Though
cartzon,cartson
BIONDELHLO,BIONDELLO
rasD,rash
solRiers,soldiers
arresteZ,arrested
Xcarnal,carnal
preesntly,presently
Mamselle,Maamselle
gaurd,guard
Volumna,Volumnia
speriority,superiority
regrading,regarding
nulike,unlike
ztis,tis
appvarently,apparently
clfd,clad
uonthoughton,unthoughton
Ricmhond,Richmond
pIrticular,particular
meekenss,meekness
moralit,morality
cornlrs,corners
imldness,mildness
Frvom,From
Rotmeo,Romeo
hunderds,hundreds
contrsry,contrary
Feeling,Feeling
sfoon,soon
recXall,recall
ahievements,achievements
chieis,chiefs
editiosn,editions
slauin,slain
tuhink,think
PPursuivant,Pursuivant
lateQr,later
rightIe,rightIve
ambulxance,ambulance
stDtion,station
KurBagin,Kuragin
FaSther,Father
prPnce,prince
Lthoughts,thoughts
broUnze,bronze
Cinnocent,innocent
smdll,small
LULCIO,LUCIO
slightlu,slightly
MiDister,Minister
BaEclay,Barclay
departuSre,departure
Tirdly,Thirdly
lmilitary,military
padrty,party
seiged,seized
oGer,over
Migh,high
vrtue,virtue
grazce,grace
opopsed,opposed
siJters,sisters
quMiet,quiet
whitP,white
tbears,bears
vies,views
whIm,whom
muGch,much
ddoth,doth
tuking,tuning
encointers,encounters
facaes,faces
beOt,best
JoSves,Joves
eaHt,eat
ri,rid
oscure,obscure
xousemaid,housemaid
mknutes,minutes
fueel,fuel
wwithal,withal
genptle,gentle
cRunt,count
rvesolved,resolved
cconsequently,consequently
rdes,rides
unsee,unseen
Denh,Deny
PleasX,Please
suPffering,suffering
prohjects,projects
cudegls,cudgels
Fircst,First
rinPgs,rings
tliding,gliding
quiLe,quite
keepng,keeping
deride,deride
iTformed,informed
Cossackk,Cossack
unio,union
fillXd,filled
thnu,thou
hurriedlY,hurriedly
mgive,give
voing,doing
aEainst,against
fulstered,flustered
Yoi,You
tempVt,tempt
sistpr,sister
brightenig,brightening
grajtified,gratified
woundedhd,woundedhad
whosly,wholly
meber,member
throush,through
lonQg,long
Vpery,Very
oemberley,Pemberley
Hotse,House
concluDion,conclusion
Vsilis,Vasilis
prOvate,private
DenisLov,Denisov
hallbub,hallbut
PieMrres,Pierres
compaUy,company
cFnsciousness,consciousness
Dants,Wants
GLOUCESTPR,GLOUCESTER
TheGes,Theres
lefB,left
migEht,might
aKter,after
rYeceived,received
fireeyd,fireeyed
AVnother,Another
Fuorth,Fourth
rotection,protection
alwIys,always
thixther,thither
gestre,gesture
Benfnet,Bennet
undertanding,understanding
forge,force
Huntmsan,Huntsman
SecWond,Second
agrKed,agreed
juet,just
chivef,chief
Novosiltsv,Novosiltsev
VolkEnsky,Volkonsky
cwurtsy,curtsy
RoWtov,Rostov
continualoly,continually
hcnce,hence
pjeople,people
Catherie,Catherine
QbEEN,QUEEN
khows,shows
